TRIPID,PERSID,HHID,STARTIME,TRIPTIME,WAITIME,CUMDIST,STOPS,ORIGLGA,TRAVDOW,Mode_Group,TRIPPURP,ActualStartTime
Y17H2560209P03T01,Y17H2560209P03,Y17H2560209,490,40,9,7.69,3,Knox (C),Tuesday,Bus,Education,1900-00-01 08:10:00
Y17H2560209P03T02,Y17H2560209P03,Y17H2560209,913,42,7,8.25,3,Monash (C),Tuesday,Bus,Education,1900-00-01 15:13:00
Y17H2560210P01T01,Y17H2560210P01,Y17H2560210,430,70,11,29.46,6,Knox (C),Wednesday,Train,Work Related,1900-00-01 07:10:00
Y17H2560210P01T02,Y17H2560210P01,Y17H2560210,977,73,14,29.81,5,Melbourne (C),Wednesday,Train,Work Related,1900-00-01 16:17:00
Y17H2560210P02T02,Y17H2560210P02,Y17H2560210,590,10,0,2.27,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 09:50:00
Y17H2560211P01T01,Y17H2560211P01,Y17H2560211,390,75,0,49.36,1,Knox (C),Thursday,Vehicle Driver,Work Related,1900-00-01 06:30:00
Y17H2560211P02T01,Y17H2560211P02,Y17H2560211,450,20,0,8.92,1,Knox (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y17H2560211P02T02,Y17H2560211P02,Y17H2560211,1020,20,0,9.1,1,Whitehorse (C),Thursday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y17H2560215P01T03,Y17H2560215P01,Y17H2560215,532,1,0,0.14,1,Knox (C),Monday,Walking,Work Related,1900-00-01 08:52:00
Y17H2560215P01T04,Y17H2560215P01,Y17H2560215,910,3,0,0.14,1,Knox (C),Monday,Walking,Work Related,1900-00-01 15:10:00
Y17H2560215P02T01,Y17H2560215P02,Y17H2560215,320,6,0,3.1,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 05:20:00
Y17H2560215P02T02,Y17H2560215P02,Y17H2560215,915,10,0,3.1,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 15:15:00
Y17H2560215P02T04,Y17H2560215P02,Y17H2560215,975,2,0,0.14,1,Knox (C),Monday,Walking,Buy Something,1900-00-01 16:15:00
Y17H2560215P02T05,Y17H2560215P02,Y17H2560215,987,3,0,0.19,1,Knox (C),Monday,Walking,Buy Something,1900-00-01 16:27:00
Y17H2560215P03T01,Y17H2560215P03,Y17H2560215,490,10,0,4.7,1,Knox (C),Monday,Vehicle Passenger,Education,1900-00-01 08:10:00
Y17H2560215P03T02,Y17H2560215P03,Y17H2560215,900,25,0,5.37,3,Monash (C),Monday,Bus,Education,1900-00-01 15:00:00
Y17H2560215P04T01,Y17H2560215P04,Y17H2560215,519,6,0,1.81,1,Knox (C),Monday,Vehicle Passenger,Education,1900-00-01 08:39:00
Y17H2560215P04T02,Y17H2560215P04,Y17H2560215,930,7,0,1.81,1,Knox (C),Monday,Vehicle Passenger,Education,1900-00-01 15:30:00
Y17H2560216P01T01,Y17H2560216P01,Y17H2560216,400,48,0,37.33,1,Knox (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 06:40:00
Y17H2560216P01T02,Y17H2560216P01,Y17H2560216,643,15,0,1.17,1,Melbourne (C),Tuesday,Walking,Recreational,1900-00-01 10:43:00
Y17H2560216P01T03,Y17H2560216P01,Y17H2560216,688,15,0,1.17,1,Melbourne (C),Tuesday,Walking,Work Related,1900-00-01 11:28:00
Y17H2560216P01T04,Y17H2560216P01,Y17H2560216,990,40,0,36.77,1,Melbourne (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 16:30:00
Y17H2560216P02T02,Y17H2560216P02,Y17H2560216,570,5,0,1.31,1,Whitehorse (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 09:30:00
Y17H2560216P02T03,Y17H2560216P02,Y17H2560216,1125,30,0,19.19,1,Whitehorse (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 18:45:00
Y17H2560216P03T01,Y17H2560216P03,Y17H2560216,540,30,0,19.33,1,Knox (C),Tuesday,Vehicle Passenger,Work Related,1900-00-01 09:00:00
Y17H2560216P04T01,Y17H2560216P04,Y17H2560216,465,15,0,7.69,1,Knox (C),Tuesday,Vehicle Passenger,Work Related,1900-00-01 07:45:00
Y17H2560216P04T02,Y17H2560216P04,Y17H2560216,960,15,0,7.66,1,Knox (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2560216P05T01,Y17H2560216P05,Y17H2560216,450,67,7,8.68,3,Knox (C),Tuesday,Bus,Education,1900-00-01 07:30:00
Y17H2560216P05T02,Y17H2560216P05,Y17H2560216,960,60,7,8.68,3,Knox (C),Tuesday,Bus,Education,1900-00-01 16:00:00
Y17H2560218P01T01,Y17H2560218P01,Y17H2560218,450,60,0,40.7,1,Knox (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y17H2560218P01T02,Y17H2560218P01,Y17H2560218,1050,60,0,36.21,1,Melbourne (C),Thursday,Vehicle Driver,Work Related,1900-00-01 17:30:00
Y17H2560223P01T01,Y17H2560223P01,Y17H2560223,635,9,0,2.61,1,Knox (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 10:35:00
Y17H2560223P01T02,Y17H2560223P01,Y17H2560223,710,7,0,2.59,1,Knox (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:50:00
Y17H2560223P01T03,Y17H2560223P01,Y17H2560223,725,20,0,13.41,1,Knox (C),Tuesday,Vehicle Driver,Social,1900-00-01 12:05:00
Y17H2560223P01T04,Y17H2560223P01,Y17H2560223,900,20,0,1.2,1,Boroondara (C),Tuesday,Walking,Recreational,1900-00-01 15:00:00
Y17H2560223P01T05,Y17H2560223P01,Y17H2560223,920,25,0,1.2,1,Boroondara (C),Tuesday,Walking,Social,1900-00-01 15:20:00
Y17H2560223P01T06,Y17H2560223P01,Y17H2560223,1185,20,0,13.44,1,Boroondara (C),Tuesday,Vehicle Driver,Social,1900-00-01 19:45:00
Y17H2560225P01T01,Y17H2560225P01,Y17H2560225,780,20,0,16.42,1,Knox (C),Thursday,Vehicle Driver,Social,1900-00-01 13:00:00
Y17H2560225P02T01,Y17H2560225P02,Y17H2560225,780,20,0,16.42,1,Knox (C),Thursday,Vehicle Passenger,Social,1900-00-01 13:00:00
Y17H2560225P03T01,Y17H2560225P03,Y17H2560225,780,20,0,16.42,1,Knox (C),Thursday,Vehicle Passenger,Social,1900-00-01 13:00:00
Y17H2560225P04T01,Y17H2560225P04,Y17H2560225,780,20,0,16.42,1,Knox (C),Thursday,Vehicle Passenger,Social,1900-00-01 13:00:00
Y17H2560230P01T01,Y17H2560230P01,Y17H2560230,405,5,0,4.23,1,Knox (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 06:45:00
Y17H2560230P01T02,Y17H2560230P01,Y17H2560230,845,5,0,5.89,1,Whitehorse (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 14:05:00
Y17H2560240P01T03,Y17H2560240P01,Y17H2560240,870,15,0,2.64,1,Knox (C),Friday,Vehicle Driver,Buy Something,1900-00-01 14:30:00
Y17H2560240P01T04,Y17H2560240P01,Y17H2560240,930,5,0,0.33,1,Knox (C),Friday,Vehicle Driver,Buy Something,1900-00-01 15:30:00
Y17H2560240P01T05,Y17H2560240P01,Y17H2560240,945,10,0,2.76,1,Knox (C),Friday,Vehicle Driver,Buy Something,1900-00-01 15:45:00
Y17H2560301P01T01,Y17H2560301P01,Y17H2560301,510,15,0,7.62,1,Monash (C),Monday,Vehicle Driver,Work Related,1900-00-01 08:30:00
Y17H2560301P01T02,Y17H2560301P01,Y17H2560301,1020,30,0,7.55,1,Kingston (C),Monday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y17H2560301P02T01,Y17H2560301P02,Y17H2560301,500,30,0,14.75,1,Monash (C),Monday,Vehicle Driver,Work Related,1900-00-01 08:20:00
Y17H2560301P02T02,Y17H2560301P02,Y17H2560301,1020,55,0,41.9,1,Manningham (C),Monday,Vehicle Driver,Recreational,1900-00-01 17:00:00
Y17H2560301P02T03,Y17H2560301P02,Y17H2560301,1140,25,0,9.99,1,Kingston (C),Monday,Vehicle Driver,Recreational,1900-00-01 19:00:00
Y17H2560309P01T01,Y17H2560309P01,Y17H2560309,480,10,0,4.87,1,Monash (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y17H2560309P01T02,Y17H2560309P01,Y17H2560309,1020,10,0,4.66,1,Monash (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y17H2560309P01T03,Y17H2560309P01,Y17H2560309,1080,5,0,0.59,1,Monash (C),Tuesday,Vehicle Driver,Recreational,1900-00-01 18:00:00
Y17H2560309P01T04,Y17H2560309P01,Y17H2560309,1225,5,0,0.6,1,Monash (C),Tuesday,Vehicle Driver,Recreational,1900-00-01 20:25:00
Y17H2560309P02T01,Y17H2560309P02,Y17H2560309,450,47,0,14.52,1,Monash (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y17H2560309P02T02,Y17H2560309P02,Y17H2560309,1005,45,0,14.22,1,Yarra (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 16:45:00
Y17H2560309P02T03,Y17H2560309P02,Y17H2560309,1080,5,0,0.59,1,Monash (C),Tuesday,Vehicle Passenger,Recreational,1900-00-01 18:00:00
Y17H2560309P02T04,Y17H2560309P02,Y17H2560309,1225,5,0,0.6,1,Monash (C),Tuesday,Vehicle Passenger,Recreational,1900-00-01 20:25:00
Y17H2560309P03T01,Y17H2560309P03,Y17H2560309,480,30,0,12.52,1,Monash (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y17H2560309P03T02,Y17H2560309P03,Y17H2560309,960,30,0,17.7,1,Greater Dandenong (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2560310P01T01,Y17H2560310P01,Y17H2560310,440,25,0,5.7,1,Monash (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:20:00
Y17H2560310P01T02,Y17H2560310P01,Y17H2560310,960,20,0,6.06,1,Stonnington (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2560310P02T01,Y17H2560310P02,Y17H2560310,370,5,0,0.64,1,Monash (C),Wednesday,Other,Recreational,1900-00-01 06:10:00
Y17H2560310P02T02,Y17H2560310P02,Y17H2560310,375,5,0,0.64,1,Monash (C),Wednesday,Other,Recreational,1900-00-01 06:15:00
Y17H2560310P02T03,Y17H2560310P02,Y17H2560310,500,45,4,20.23,3,Monash (C),Wednesday,Train,Work Related,1900-00-01 08:20:00
Y17H2560310P02T04,Y17H2560310P02,Y17H2560310,900,80,6,18.75,3,Melbourne (C),Wednesday,Train,Work Related,1900-00-01 15:00:00
Y17H2560310P03T01,Y17H2560310P03,Y17H2560310,750,20,0,1.02,1,Monash (C),Wednesday,Vehicle Passenger,Buy Something,1900-00-01 12:30:00
Y17H2560311P01T01,Y17H2560311P01,Y17H2560311,475,66,11,31.39,4,Monash (C),Thursday,Train,Work Related,1900-00-01 07:55:00
Y17H2560311P01T02,Y17H2560311P01,Y17H2560311,825,10,0,0.21,1,Whitehorse (C),Thursday,Walking,Buy Something,1900-00-01 13:45:00
Y17H2560311P01T03,Y17H2560311P01,Y17H2560311,840,2,0,0.21,1,Whitehorse (C),Thursday,Walking,Work Related,1900-00-01 14:00:00
Y17H2560311P01T04,Y17H2560311P01,Y17H2560311,990,3,0,0.33,1,Whitehorse (C),Thursday,Walking,Work Related,1900-00-01 16:30:00
Y17H2560311P01T05,Y17H2560311P01,Y17H2560311,995,3,0,0.33,1,Whitehorse (C),Thursday,Walking,Work Related,1900-00-01 16:35:00
Y17H2560311P01T06,Y17H2560311P01,Y17H2560311,1050,10,0,0.25,1,Whitehorse (C),Thursday,Walking,Buy Something,1900-00-01 17:30:00
Y17H2560311P01T07,Y17H2560311P01,Y17H2560311,1065,51,8,30.68,4,Whitehorse (C),Thursday,Train,Buy Something,1900-00-01 17:45:00
Y17H2560311P01T08,Y17H2560311P01,Y17H2560311,1119,10,0,1,1,Monash (C),Thursday,Walking,Buy Something,1900-00-01 18:39:00
Y17H2560311P02T02,Y17H2560311P02,Y17H2560311,740,1,0,0.12,1,Melbourne (C),Thursday,Walking,Buy Something,1900-00-01 12:20:00
Y17H2560311P02T03,Y17H2560311P02,Y17H2560311,747,28,5,2.34,3,Melbourne (C),Thursday,Tram,Work Related,1900-00-01 12:27:00
Y17H2560311P02T04,Y17H2560311P02,Y17H2560311,1070,55,7,20.03,5,Melbourne (C),Thursday,Train,Work Related,1900-00-01 17:50:00
Y17H2560312P01T01,Y17H2560312P01,Y17H2560312,1140,30,0,7.63,1,Monash (C),Friday,Vehicle Passenger,Social,1900-00-01 19:00:00
Y17H2560312P01T02,Y17H2560312P01,Y17H2560312,1290,15,0,8.2,1,Glen Eira (C),Friday,Vehicle Passenger,Social,1900-00-01 21:30:00
Y17H2560312P02T01,Y17H2560312P02,Y17H2560312,495,60,5,19.27,3,Monash (C),Friday,Train,Work Related,1900-00-01 08:15:00
Y17H2560312P02T02,Y17H2560312P02,Y17H2560312,1050,50,0,19.27,3,Melbourne (C),Friday,Train,Work Related,1900-00-01 17:30:00
Y17H2560312P02T03,Y17H2560312P02,Y17H2560312,1140,30,0,7.63,1,Monash (C),Friday,Vehicle Driver,Social,1900-00-01 19:00:00
Y17H2560312P02T04,Y17H2560312P02,Y17H2560312,1290,15,0,8.2,1,Glen Eira (C),Friday,Vehicle Driver,Social,1900-00-01 21:30:00
Y17H2560316P01T01,Y17H2560316P01,Y17H2560316,660,30,0,17.53,1,Monash (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 11:00:00
Y17H2560316P01T02,Y17H2560316P01,Y17H2560316,780,30,0,33.98,1,Melbourne (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 13:00:00
Y17H2560316P01T03,Y17H2560316P01,Y17H2560316,960,30,0,11.94,1,Greater Dandenong (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2560316P02T01,Y17H2560316P02,Y17H2560316,540,45,0,17.98,3,Monash (C),Tuesday,Train,Work Related,1900-00-01 09:00:00
Y17H2560316P02T02,Y17H2560316P02,Y17H2560316,1065,45,0,17.98,3,Melbourne (C),Tuesday,Train,Work Related,1900-00-01 17:45:00
Y17H2560316P02T03,Y17H2560316P02,Y17H2560316,1150,25,0,3.31,3,Monash (C),Tuesday,Train,Social,1900-00-01 19:10:00
Y17H2560316P02T04,Y17H2560316P02,Y17H2560316,1340,10,0,2.69,1,Glen Eira (C),Tuesday,Vehicle Passenger,Social,1900-00-01 22:20:00
Y17H2560317P02T01,Y17H2560317P02,Y17H2560317,500,60,3,20.11,5,Monash (C),Wednesday,Train,Work Related,1900-00-01 08:20:00
Y17H2560317P02T02,Y17H2560317P02,Y17H2560317,1025,62,4,20.11,5,Melbourne (C),Wednesday,Train,Work Related,1900-00-01 17:05:00
Y17H2560317P03T01,Y17H2560317P03,Y17H2560317,520,10,0,2.02,1,Monash (C),Wednesday,Vehicle Passenger,Education,1900-00-01 08:40:00
Y17H2560319P01T05,Y17H2560319P01,Y17H2560319,1080,60,0,24.08,1,Darebin (C),Friday,Vehicle Driver,Work Related,1900-00-01 18:00:00
Y17H2560319P01T06,Y17H2560319P01,Y17H2560319,1145,10,0,1.04,1,Monash (C),Friday,Vehicle Driver,Buy Something,1900-00-01 19:05:00
Y17H2560319P01T07,Y17H2560319P01,Y17H2560319,1170,5,0,0,1,Stonnington (C),Friday,Vehicle Driver,Buy Something,1900-00-01 19:30:00
Y17H2560319P01T08,Y17H2560319P01,Y17H2560319,1200,15,0,6.96,1,Monash (C),Friday,Vehicle Driver,Social,1900-00-01 20:00:00
Y17H2560319P01T09,Y17H2560319P01,Y17H2560319,1260,10,0,7.24,1,Stonnington (C),Friday,Vehicle Driver,Social,1900-00-01 21:00:00
Y17H2560319P02T02,Y17H2560319P02,Y17H2560319,480,40,0,12.91,1,Stonnington (C),Friday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y17H2560319P02T03,Y17H2560319P02,Y17H2560319,1200,30,0,17.38,1,Melbourne (C),Friday,Vehicle Driver,Work Related,1900-00-01 20:00:00
Y17H2560319P03T01,Y17H2560319P03,Y17H2560319,450,25,0,7.47,1,Monash (C),Friday,Vehicle Passenger,Education,1900-00-01 07:30:00
Y17H2560319P03T02,Y17H2560319P03,Y17H2560319,913,62,7,8.95,6,Stonnington (C),Friday,Train,Education,1900-00-01 15:13:00
Y17H2560319P03T03,Y17H2560319P03,Y17H2560319,1070,15,0,3.93,1,Monash (C),Friday,Vehicle Passenger,Recreational,1900-00-01 17:50:00
Y17H2560319P03T04,Y17H2560319P03,Y17H2560319,1140,10,0,4.1,1,Monash (C),Friday,Vehicle Passenger,Recreational,1900-00-01 19:00:00
Y17H2560319P03T05,Y17H2560319P03,Y17H2560319,1200,15,0,7.25,1,Monash (C),Friday,Vehicle Passenger,Social,1900-00-01 20:00:00
Y17H2560319P03T06,Y17H2560319P03,Y17H2560319,1260,10,0,0,1,Stonnington (C),Friday,Vehicle Passenger,Social,1900-00-01 21:00:00
Y17H2560319P04T01,Y17H2560319P04,Y17H2560319,475,15,0,1.04,1,Monash (C),Friday,Walking,Education,1900-00-01 07:55:00
Y17H2560319P04T02,Y17H2560319P04,Y17H2560319,915,10,0,1.04,1,Monash (C),Friday,Walking,Education,1900-00-01 15:15:00
Y17H2560319P04T03,Y17H2560319P04,Y17H2560319,1145,10,0,1.04,1,Monash (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 19:05:00
Y17H2560319P04T04,Y17H2560319P04,Y17H2560319,1170,5,0,0,1,Stonnington (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 19:30:00
Y17H2560319P04T05,Y17H2560319P04,Y17H2560319,1200,15,0,6.96,1,Monash (C),Friday,Vehicle Passenger,Social,1900-00-01 20:00:00
Y17H2560319P04T06,Y17H2560319P04,Y17H2560319,1260,10,0,7.24,1,Stonnington (C),Friday,Vehicle Passenger,Social,1900-00-01 21:00:00
Y17H2560322P01T01,Y17H2560322P01,Y17H2560322,450,30,0,25.22,1,Monash (C),Monday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y17H2560322P01T02,Y17H2560322P01,Y17H2560322,1050,30,0,24.7,1,Greater Dandenong (C),Monday,Vehicle Driver,Work Related,1900-00-01 17:30:00
Y17H2560322P02T01,Y17H2560322P02,Y17H2560322,330,65,2,16.31,3,Monash (C),Monday,Train,Work Related,1900-00-01 05:30:00
Y17H2560322P02T02,Y17H2560322P02,Y17H2560322,980,40,0,16.31,3,Melbourne (C),Monday,Train,Work Related,1900-00-01 16:20:00
Y17H2560322P03T01,Y17H2560322P03,Y17H2560322,460,35,0,5.85,3,Monash (C),Monday,Bus,Education,1900-00-01 07:40:00
Y17H2560322P03T02,Y17H2560322P03,Y17H2560322,920,40,0,6.3,3,Glen Eira (C),Monday,Bus,Education,1900-00-01 15:20:00
Y17H2560324P01T01,Y17H2560324P01,Y17H2560324,440,20,0,7.68,1,Monash (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:20:00
Y17H2560324P01T02,Y17H2560324P01,Y17H2560324,1000,20,0,10.18,1,Monash (C),Wednesday,Vehicle Driver,Recreational,1900-00-01 16:40:00
Y17H2560324P01T03,Y17H2560324P01,Y17H2560324,1150,20,0,4.04,1,Monash (C),Wednesday,Vehicle Driver,Recreational,1900-00-01 19:10:00
Y17H2560325P01T01,Y17H2560325P01,Y17H2560325,610,40,0,6.51,1,Monash (C),Thursday,Bicycle,Recreational,1900-00-01 10:10:00
Y17H2560325P01T02,Y17H2560325P01,Y17H2560325,725,40,0,7.21,1,Glen Eira (C),Thursday,Bicycle,Recreational,1900-00-01 12:05:00
Y17H2560325P01T03,Y17H2560325P01,Y17H2560325,835,15,0,1.53,1,Monash (C),Thursday,Walking,Buy Something,1900-00-01 13:55:00
Y17H2560325P01T04,Y17H2560325P01,Y17H2560325,930,15,0,1.53,1,Monash (C),Thursday,Walking,Buy Something,1900-00-01 15:30:00
Y17H2560329P01T02,Y17H2560329P01,Y17H2560329,855,15,0,8.19,1,Boroondara (C),Monday,Vehicle Driver,Buy Something,1900-00-01 14:15:00
Y17H2560329P01T03,Y17H2560329P01,Y17H2560329,885,20,0,3.45,1,Glen Eira (C),Monday,Vehicle Driver,Buy Something,1900-00-01 14:45:00
Y17H2560331P01T01,Y17H2560331P01,Y17H2560331,540,15,0,3.38,1,Monash (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 09:00:00
Y17H2560331P01T02,Y17H2560331P01,Y17H2560331,870,15,0,3.39,1,Glen Eira (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 14:30:00
Y17H2560331P01T03,Y17H2560331P01,Y17H2560331,885,15,0,3.91,1,Monash (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 14:45:00
Y17H2560331P01T04,Y17H2560331P01,Y17H2560331,910,12,0,3.95,1,Glen Eira (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:10:00
Y17H2560331P01T05,Y17H2560331P01,Y17H2560331,940,6,0,1.87,1,Glen Eira (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:40:00
Y17H2560331P01T06,Y17H2560331P01,Y17H2560331,970,15,0,2.49,1,Glen Eira (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 16:10:00
Y17H2560331P01T07,Y17H2560331P01,Y17H2560331,995,10,0,1.22,1,Glen Eira (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 16:35:00
Y17H2560331P01T08,Y17H2560331P01,Y17H2560331,1035,15,0,3.53,1,Glen Eira (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 17:15:00
Y17H2560331P01T09,Y17H2560331P01,Y17H2560331,1065,5,0,0.62,1,Monash (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 17:45:00
Y17H2560331P02T03,Y17H2560331P02,Y17H2560331,460,20,0,8.61,1,Monash (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:40:00
Y17H2560332P01T01,Y17H2560332P01,Y17H2560332,405,17,0,6.3,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 06:45:00
Y17H2560332P01T02,Y17H2560332P01,Y17H2560332,642,3,0,0.99,1,Monash (C),Thursday,Walking,Social,1900-00-01 10:42:00
Y17H2560332P01T03,Y17H2560332P01,Y17H2560332,670,3,0,0.99,1,Monash (C),Thursday,Walking,Work Related,1900-00-01 11:10:00
Y17H2560332P01T04,Y17H2560332P01,Y17H2560332,838,3,0,0.99,1,Monash (C),Thursday,Walking,Social,1900-00-01 13:58:00
Y17H2560332P01T05,Y17H2560332P01,Y17H2560332,856,3,0,0.99,1,Monash (C),Thursday,Walking,Work Related,1900-00-01 14:16:00
Y17H2560332P01T06,Y17H2560332P01,Y17H2560332,1086,15,0,7.32,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 18:06:00
Y17H2560332P01T07,Y17H2560332P01,Y17H2560332,1120,30,0,19.7,1,Monash (C),Thursday,Vehicle Driver,Social,1900-00-01 18:40:00
Y17H2560332P01T08,Y17H2560332P01,Y17H2560332,1342,38,0,19.24,1,Kingston (C),Thursday,Vehicle Driver,Social,1900-00-01 22:22:00
Y17H2560332P02T01,Y17H2560332P02,Y17H2560332,505,5,0,0.48,1,Monash (C),Thursday,Vehicle Driver,Social,1900-00-01 08:25:00
Y17H2560332P02T02,Y17H2560332P02,Y17H2560332,525,15,0,5.91,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 08:45:00
Y17H2560332P02T03,Y17H2560332P02,Y17H2560332,780,5,0,0.94,1,Monash (C),Thursday,Walking,Social,1900-00-01 13:00:00
Y17H2560332P02T04,Y17H2560332P02,Y17H2560332,800,5,0,0.94,1,Monash (C),Thursday,Walking,Work Related,1900-00-01 13:20:00
Y17H2560332P02T05,Y17H2560332P02,Y17H2560332,1100,15,0,7.32,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 18:20:00
Y17H2560332P02T06,Y17H2560332P02,Y17H2560332,1120,30,0,19.5,1,Monash (C),Thursday,Vehicle Passenger,Social,1900-00-01 18:40:00
Y17H2560332P02T07,Y17H2560332P02,Y17H2560332,1342,38,0,19.24,1,Kingston (C),Thursday,Vehicle Passenger,Social,1900-00-01 22:22:00
Y17H2560333P02T01,Y17H2560333P02,Y17H2560333,720,20,0,1.09,1,Monash (C),Friday,Walking,Buy Something,1900-00-01 12:00:00
Y17H2560333P02T02,Y17H2560333P02,Y17H2560333,745,20,0,1.09,1,Monash (C),Friday,Walking,Buy Something,1900-00-01 12:25:00
Y17H2560336P01T02,Y17H2560336P01,Y17H2560336,492,33,5,7.13,3,Melbourne (C),Monday,Train,Work Related,1900-00-01 08:12:00
Y17H2560336P02T02,Y17H2560336P02,Y17H2560336,490,5,0,0.51,1,Melbourne (C),Monday,Vehicle Driver,Work Related,1900-00-01 08:10:00
Y17H2560336P02T04,Y17H2560336P02,Y17H2560336,1080,5,0,0.37,1,Melbourne (C),Monday,Walking,Work Related,1900-00-01 18:00:00
Y17H2560336P02T05,Y17H2560336P02,Y17H2560336,1085,35,0,19.28,1,Melbourne (C),Monday,Vehicle Passenger,Work Related,1900-00-01 18:05:00
Y17H2560339P01T01,Y17H2560339P01,Y17H2560339,510,30,4,14.35,3,Monash (C),Thursday,Train,Work Related,1900-00-01 08:30:00
Y17H2560339P01T02,Y17H2560339P01,Y17H2560339,765,5,0,0.33,1,Yarra (C),Thursday,Walking,Social,1900-00-01 12:45:00
Y17H2560339P01T03,Y17H2560339P01,Y17H2560339,825,5,0,0.33,1,Yarra (C),Thursday,Walking,Work Related,1900-00-01 13:45:00
Y17H2560339P01T04,Y17H2560339P01,Y17H2560339,1120,36,4,14.35,3,Yarra (C),Thursday,Train,Work Related,1900-00-01 18:40:00
Y17H2560339P02T01,Y17H2560339P02,Y17H2560339,460,47,5,14.79,5,Monash (C),Thursday,Train,Work Related,1900-00-01 07:40:00
Y17H2560339P02T02,Y17H2560339P02,Y17H2560339,714,5,0,0.25,1,Port Phillip (C),Thursday,Walking,Social,1900-00-01 11:54:00
Y17H2560339P02T03,Y17H2560339P02,Y17H2560339,724,5,0,0.25,1,Port Phillip (C),Thursday,Walking,Work Related,1900-00-01 12:04:00
Y17H2560339P02T04,Y17H2560339P02,Y17H2560339,849,5,0,0.25,1,Port Phillip (C),Thursday,Walking,Social,1900-00-01 14:09:00
Y17H2560339P02T05,Y17H2560339P02,Y17H2560339,869,5,0,0.25,1,Port Phillip (C),Thursday,Walking,Work Related,1900-00-01 14:29:00
Y17H2560339P02T06,Y17H2560339P02,Y17H2560339,1100,55,4,14.79,5,Port Phillip (C),Thursday,Train,Work Related,1900-00-01 18:20:00
Y17H2570208P01T02,Y17H2570208P01,Y17H2570208,755,10,0,0.51,1,Knox (C),Monday,Walking,Buy Something,1900-00-01 12:35:00
Y17H2570208P01T03,Y17H2570208P01,Y17H2570208,780,20,0,0.7,1,Knox (C),Monday,Other,Buy Something,1900-00-01 13:00:00
Y17H2570209P01T01,Y17H2570209P01,Y17H2570209,570,25,10,1.21,3,Knox (C),Tuesday,Bus,Buy Something,1900-00-01 09:30:00
Y17H2570209P01T02,Y17H2570209P01,Y17H2570209,865,22,7,1.21,3,Knox (C),Tuesday,Bus,Buy Something,1900-00-01 14:25:00
Y17H2570210P01T02,Y17H2570210P01,Y17H2570210,897,83,14,19.58,5,Whitehorse (C),Wednesday,Train,Buy Something,1900-00-01 14:57:00
Y17H2570210P02T01,Y17H2570210P02,Y17H2570210,540,15,0,0.72,1,Knox (C),Wednesday,Walking,Buy Something,1900-00-01 09:00:00
